id,date,group,outcome
cc49220,12/12/23,treatment,0
cc49533,9/12/23,control,0
cc49608,12/15/23,treatment,0
cc52620,11/19/23,treatment,0
cc53569,9/6/23,treatment,0
cc53585,12/29/23,treatment,0
cc53852,9/10/23,treatment,0
cc54997,9/19/23,treatment,0
cc56342,10/4/23,control,0
cc57118,11/2/23,treatment,0
cc58360,10/27/23,control,0
cc59516,11/29/23,control,0
cc59978,8/29/23,treatment,0
cc60499,8/31/23,treatment,0
cc62294,12/27/23,control,0
cc64990,11/19/23,control,0
cc65013,8/27/23,control,0
cc67198,12/21/23,treatment,0
cc69593,12/25/23,control,0
cc69812,9/15/23,treatment,0
cc69855,8/6/23,control,0
cc69878,9/26/23,treatment,0
cc69924,11/17/23,control,0
cc70062,12/5/23,treatment,0
cc70932,12/20/23,treatment,0
cc71518,8/13/23,treatment,0
cc71902,8/20/23,control,0
cc73092,10/21/23,treatment,0
cc74048,12/7/23,treatment,0
cc74185,8/17/23,treatment,0
cc74426,12/25/23,treatment,0
cc76664,11/29/23,treatment,0
cc76984,11/19/23,control,149.6995102
cc79125,12/19/23,control,0
cc79404,11/3/23,control,0
cc79695,8/8/23,treatment,0
cc80262,9/2/23,control,0
cc81711,12/1/23,control,0
cc81716,11/11/23,control,0
cc82194,9/4/23,control,0
cc82205,11/19/23,control,0
cc83880,11/9/23,control,0
cc84221,11/12/23,treatment,0
cc84261,8/6/23,treatment,0
cc86453,12/9/23,treatment,0
cc86520,8/25/23,control,0
cc88002,11/13/23,treatment,0
cc88035,11/6/23,treatment,0
cc88530,9/25/23,control,145.9776463
cc89188,8/24/23,control,0
cc90671,10/9/23,treatment,0
cc90721,11/18/23,treatment,0
cc90761,8/8/23,control,0
cc92277,8/30/23,treatment,0
cc92277,10/11/23,treatment,0
cc92673,10/28/23,treatment,0
cc93577,10/14/23,control,57.2127243
cc96173,8/9/23,control,0
cc96715,10/30/23,treatment,0
cc99009,12/6/23,treatment,0
cc99146,12/3/23,control,0
cc99182,11/22/23,control,0
cc99416,12/19/23,treatment,39.67345725
cc99726,10/29/23,treatment,0
cd100156,11/16/23,treatment,0
cd100543,11/17/23,treatment,0
cd100848,8/7/23,treatment,0
cd101244,10/8/23,control,0
cd103279,9/17/23,treatment,0
cd103756,10/12/23,control,0
cd103864,8/1/23,treatment,0
cd103978,8/6/23,treatment,0
cd104897,9/15/23,control,0
cd105745,10/25/23,control,0
cd105797,8/12/23,control,0
cd106941,12/26/23,treatment,0
cd107674,9/14/23,control,0
cd107713,11/9/23,control,0
cd108220,11/10/23,treatment,0
cd108923,12/22/23,control,0
cd109017,8/28/23,control,0
cd109417,10/23/23,control,0
cd109420,9/30/23,treatment,0
cd111296,9/12/23,treatment,0
cd111590,8/10/23,treatment,0
cd112279,10/16/23,treatment,0
cd112285,8/7/23,treatment,0
cd112541,11/23/23,control,0
cd114523,8/6/23,control,0
cd116332,10/8/23,control,0
cd117188,8/11/23,control,0
cd117273,9/18/23,control,0
cd117323,8/31/23,control,0
cd117691,10/25/23,treatment,0
cd118052,10/1/23,treatment,0
cd119346,9/1/23,treatment,0
cd11947,12/25/23,control,0
cd120527,8/6/23,treatment,0
cd122053,9/6/23,treatment,0
cd122399,10/20/23,control,0
cd122598,12/11/23,control,0
cd124344,12/14/23,treatment,0
cd124565,8/26/23,treatment,0
cd125231,10/19/23,control,0
cd125251,8/7/23,control,0
cd126788,11/18/23,control,0
cd12686,8/12/23,treatment,0
cd127490,12/11/23,treatment,0
cd127515,12/5/23,treatment,0
cd128377,12/1/23,treatment,0
cd130130,11/29/23,treatment,51.51350545
cd130223,9/7/23,treatment,0
cd131728,8/22/23,control,0
cd133862,12/23/23,control,0
cd135192,11/8/23,treatment,0
cd135421,12/28/23,control,0
cd135760,8/7/23,treatment,0
cd138435,8/7/23,control,0
cd138521,10/29/23,treatment,0
cd139450,12/14/23,control,0
cd140039,8/18/23,treatment,0
cd140048,10/16/23,control,0
cd141217,11/3/23,treatment,0
cd142233,12/11/23,control,0
cd144414,9/6/23,treatment,0
cd145410,8/6/23,control,0
cd146010,10/6/23,treatment,0
cd146304,8/18/23,control,0
cd146526,11/24/23,control,0
cd146835,8/31/23,control,0
cd149927,10/31/23,control,0
cd150034,12/20/23,treatment,0
cd150038,10/28/23,treatment,0
cd150623,11/12/23,control,0
cd16298,11/26/23,treatment,0
cd17389,8/16/23,control,0
cd17513,10/12/23,control,126.0369569
cd18087,11/29/23,treatment,0
cd18159,9/17/23,treatment,0
cd20163,11/9/23,treatment,0
cd20749,8/27/23,treatment,0
cd22991,11/22/23,treatment,72.47448565
cd23288,11/9/23,treatment,0
cd23732,10/31/23,treatment,0
cd24033,8/25/23,treatment,0
cd25552,11/7/23,control,0
cd26258,12/2/23,treatment,0
cd27038,8/13/23,treatment,0
cd27125,9/4/23,control,0
cd27328,9/13/23,control,67.14840422
cd28338,9/7/23,treatment,0
cd28558,10/15/23,control,0
cd30880,11/1/23,treatment,0
cd32707,10/5/23,control,0
cd32996,12/10/23,treatment,0
cd33178,10/15/23,control,0
cd33637,11/6/23,control,0
cd36198,9/8/23,control,0
cd37244,12/6/23,control,0
cd37466,12/11/23,treatment,0
cd37608,10/17/23,treatment,0
cd37979,8/21/23,control,68.80860847
cd38836,12/8/23,treatment,0
cd40990,9/23/23,treatment,0
cd41439,12/7/23,control,0
cd44296,11/15/23,treatment,0
cd44376,8/11/23,treatment,0
cd44864,10/4/23,control,0
cd45331,9/3/23,treatment,0
cd46718,12/14/23,control,0
cd47487,9/20/23,treatment,0
cd48259,9/30/23,treatment,0
cd48671,10/10/23,treatment,0
cd49282,10/23/23,treatment,0
cd51939,9/25/23,control,0
cd52061,11/28/23,control,0
cd53356,11/14/23,control,0
cd58504,11/12/23,control,0
cd58764,12/20/23,treatment,0
cd58893,9/4/23,treatment,0
cd60438,9/9/23,treatment,33.01796579
cd60910,8/31/23,treatment,0
cd60910,12/11/23,treatment,0
cd62052,8/21/23,treatment,0
cd63016,12/24/23,treatment,0
cd63282,9/29/23,control,0
cd63436,12/16/23,control,0
cd63476,9/24/23,control,0
cd63986,9/4/23,treatment,0
cd64361,9/5/23,control,0
cd64612,12/16/23,control,0
cd64677,9/6/23,treatment,0
cd67512,11/5/23,control,0
cd68008,9/8/23,control,0
cd68651,8/17/23,control,0
cd68824,10/20/23,control,0
cd69027,10/21/23,treatment,0
cd71772,9/19/23,control,0
cd71848,11/20/23,control,0
cd71968,12/23/23,treatment,121.0718075
cd72812,9/3/23,treatment,0
cd73745,8/18/23,treatment,0
cd74661,12/12/23,control,0
cd77384,12/19/23,treatment,0
cd77518,11/22/23,treatment,0
cd78930,11/1/23,treatment,0
cd79872,9/16/23,treatment,0
cd80315,12/23/23,treatment,0
cd80426,11/1/23,control,0
cd80696,8/26/23,control,0
cd81446,10/14/23,control,0
cd82321,11/1/23,treatment,45.18716972
cd82324,9/1/23,control,0
cd82715,11/27/23,treatment,0
cd82839,11/24/23,control,0
cd83005,10/27/23,control,0
cd84290,8/8/23,treatment,0
cd84986,8/31/23,treatment,0
cd85001,9/26/23,control,0
cd86017,8/26/23,treatment,0
cd86779,8/13/23,treatment,0
cd87608,12/7/23,control,0
cd90640,11/19/23,treatment,0
cd91838,11/13/23,control,0
cd92960,9/12/23,control,0
cd93524,12/13/23,control,0
cd93762,10/13/23,treatment,0
cd94043,9/9/23,treatment,154.723243
cd96551,8/10/23,treatment,0
cd96722,12/22/23,treatment,0
cd97234,8/5/23,treatment,0
cd97539,9/14/23,treatment,0
cd98131,12/14/23,control,0
cd98930,10/14/23,treatment,0
cd99325,12/30/23,treatment,0
cd99472,8/15/23,control,0
ce101183,12/5/23,treatment,0
ce102071,11/30/23,treatment,0
ce102099,9/14/23,treatment,0
ce103396,11/14/23,control,0
ce103599,8/8/23,control,0
ce104274,9/26/23,treatment,0
ce107204,12/6/23,control,0
ce107968,9/13/23,control,0
ce110842,10/25/23,control,0
ce110947,8/21/23,treatment,0
ce111262,9/25/23,treatment,0
ce112656,11/29/23,control,0
ce113269,8/2/23,treatment,0
ce113691,10/30/23,control,0
ce113716,8/12/23,treatment,0
ce11434,10/10/23,control,0
ce114814,10/25/23,control,0
ce115210,9/3/23,treatment,0
ce115988,11/26/23,control,0
ce116524,9/14/23,control,0
ce117571,8/11/23,treatment,0
ce118136,11/12/23,treatment,0
ce118349,10/15/23,control,0
ce119507,12/26/23,treatment,0
ce121975,11/28/23,control,0
ce122165,12/20/23,control,0
ce122505,11/25/23,treatment,0
ce123126,11/7/23,control,0
ce123149,12/11/23,control,0
ce124509,10/7/23,control,0
ce125732,12/15/23,treatment,0
ce126389,11/21/23,treatment,0
ce126542,10/25/23,control,0
ce12699,8/26/23,treatment,0
ce127551,12/5/23,treatment,0
ce128573,11/29/23,control,0
ce128707,12/5/23,treatment,0
ce129179,11/3/23,treatment,0
ce130483,11/25/23,treatment,95.40525975
ce130788,12/30/23,control,0
ce131060,11/10/23,control,0
ce132841,11/16/23,treatment,0
ce133774,8/1/23,control,0
ce134476,11/4/23,treatment,0
ce135328,11/29/23,control,0
ce137151,11/27/23,control,0
ce137289,12/25/23,treatment,0
ce14101,10/16/23,control,0
ce141724,8/30/23,control,0
ce14207,11/9/23,treatment,0
ce143742,8/3/23,treatment,161.0291021
ce143866,11/22/23,control,0
ce144809,8/16/23,control,0
ce144941,12/9/23,control,0
ce145512,11/8/23,control,0
ce146025,10/22/23,control,0
ce146377,10/4/23,control,0
ce147241,12/24/23,treatment,0
ce148848,10/4/23,control,0
ce150050,11/29/23,treatment,0
ce150733,8/11/23,control,0
ce15389,8/21/23,treatment,0
ce15710,12/27/23,control,0
ce15829,9/7/23,treatment,0
ce17512,12/12/23,control,0
ce19080,12/6/23,control,0
ce20508,9/3/23,treatment,0
ce20796,9/27/23,control,0
ce23946,12/6/23,treatment,0
ce24272,10/8/23,control,0
ce25923,8/30/23,control,0
ce27459,10/23/23,control,0
ce27552,8/23/23,control,0
ce28200,8/14/23,control,0
ce30158,10/7/23,treatment,0
ce30303,10/10/23,control,0
ce32423,10/11/23,treatment,0
ce33114,8/2/23,control,0
ce34851,10/21/23,control,0
ce35588,8/10/23,treatment,0
ce41221,10/25/23,control,0
ce41309,10/26/23,control,0
ce42029,12/16/23,control,0
ce42624,12/24/23,control,0
ce43933,10/7/23,treatment,0
ce44052,12/15/23,treatment,0
ce44168,12/28/23,control,107.3783526
ce45737,9/26/23,control,0
ce46198,9/10/23,control,0
ce46247,8/16/23,treatment,0
ce47725,9/14/23,treatment,0
ce47819,8/14/23,control,0
ce49752,11/30/23,control,0
ce49777,12/23/23,treatment,0
ce50478,11/8/23,control,0
ce51499,11/15/23,control,0
ce52145,9/6/23,treatment,0
ce53511,10/11/23,treatment,0
ce54663,11/20/23,treatment,0
ce59738,8/23/23,treatment,0
ce62138,8/31/23,control,0
ce63040,9/21/23,treatment,0
ce64883,8/21/23,control,0
ce64965,11/4/23,treatment,0
ce64967,10/12/23,treatment,0
ce66328,12/4/23,treatment,0
ce67297,11/5/23,control,0
ce67664,8/26/23,treatment,0
ce70126,10/29/23,control,0
ce70656,9/1/23,control,24.72049897
ce71970,9/21/23,treatment,0
ce72964,12/26/23,control,0
ce75717,8/28/23,treatment,0
ce75959,12/16/23,control,0
ce75971,11/14/23,control,0
ce76692,8/16/23,control,0
ce76728,9/28/23,control,0
ce76728,10/19/23,control,0
ce77584,10/21/23,control,0
ce78195,11/2/23,control,0
ce78850,8/12/23,treatment,0
ce79999,11/9/23,control,0
ce80616,8/23/23,control,0
ce80910,11/7/23,treatment,0
ce81527,8/3/23,control,172.4139887
ce82058,12/8/23,control,0
ce82796,11/15/23,control,0
ce83942,8/27/23,control,0
ce83962,12/16/23,control,0
ce84708,9/15/23,control,0
ce85322,8/24/23,treatment,0
ce87638,9/8/23,control,0
ce87740,11/11/23,control,0
ce89583,12/22/23,treatment,0
ce89646,12/19/23,treatment,0
ce92786,11/20/23,treatment,0
ce93107,11/27/23,control,0
ce93199,11/1/23,treatment,0
ce94160,10/7/23,control,0
ce95308,10/9/23,control,0
ce96026,12/26/23,treatment,157.950223
ce97223,12/25/23,control,0
ce97752,10/16/23,control,0
ce98271,12/5/23,treatment,0
ce99580,11/17/23,treatment,0
cf103828,8/29/23,control,0
cf105190,12/21/23,control,0
cf105467,10/26/23,control,0
cf107533,10/28/23,treatment,0
cf107802,9/15/23,control,0
cf108703,10/10/23,control,0
cf109769,12/4/23,control,0
cf110550,12/28/23,treatment,0
cf111010,12/29/23,treatment,0
cf111520,10/5/23,control,0
cf116609,9/30/23,treatment,0
cf117642,9/16/23,control,77.16399156
cf118984,8/30/23,treatment,0
cf121375,12/20/23,control,0
cf121640,11/9/23,treatment,0
cf121707,10/24/23,treatment,0
cf121943,10/16/23,treatment,0
cf122992,10/5/23,treatment,0
cf122992,12/5/23,treatment,0
cf123901,10/7/23,control,0
cf124272,10/12/23,treatment,0
cf12735,9/30/23,treatment,0
cf128533,10/4/23,treatment,0
cf128981,12/16/23,treatment,0
cf129373,9/26/23,control,0
cf129824,8/4/23,treatment,0
cf130112,10/26/23,control,0
cf131493,11/2/23,control,0
cf131827,11/26/23,treatment,0
cf132564,11/16/23,control,0
cf133686,8/10/23,treatment,0
cf133874,11/21/23,treatment,0
cf134989,10/21/23,control,0
cf135191,11/20/23,treatment,0
cf136006,9/3/23,treatment,0
cf136047,9/12/23,treatment,0
cf13691,9/21/23,treatment,0
cf137427,9/30/23,control,0
cf138146,9/20/23,treatment,0
cf139066,11/14/23,control,0
cf140149,11/7/23,control,0
cf141816,8/13/23,treatment,0
cf142133,10/2/23,control,0
cf143140,11/20/23,control,0
cf14346,11/5/23,treatment,0
cf14404,12/15/23,treatment,0
cf144344,10/29/23,treatment,0
cf145358,10/1/23,control,0
cf145359,11/27/23,treatment,0
cf14586,11/26/23,treatment,0
cf148094,12/13/23,treatment,0
cf148134,8/31/23,control,0
cf149534,12/6/23,treatment,0
cf22366,11/15/23,control,0
cf24677,9/6/23,control,0
cf25858,9/20/23,treatment,0
cf26482,12/7/23,control,0
cf26837,11/30/23,control,0
cf28530,9/15/23,control,0
cf29889,10/16/23,control,0
cf30778,10/11/23,treatment,0
cf31402,11/17/23,control,0
cf32831,10/5/23,treatment,0
cf33415,11/9/23,treatment,0
cf34166,9/29/23,control,0
cf34410,9/6/23,control,0
cf34521,10/6/23,control,0
cf36328,10/29/23,control,0
cf37031,8/10/23,treatment,0
cf37031,12/16/23,treatment,0
cf39175,8/25/23,control,0
cf42612,9/16/23,control,0
cf43243,8/3/23,control,0
cf43682,12/1/23,control,0
cf45917,9/10/23,control,0
cf46871,12/15/23,treatment,0
cf47039,9/16/23,treatment,0
cf47297,11/24/23,treatment,0
cf47658,9/24/23,control,0
cf48435,9/23/23,treatment,0
cf48924,10/30/23,treatment,0
cf50179,8/29/23,control,0
cf50412,11/17/23,control,0
cf51347,10/14/23,control,0
cf53035,8/2/23,treatment,0
cf53840,10/16/23,control,0
cf54879,8/19/23,control,0
cf56937,9/2/23,treatment,0
cf59151,11/29/23,control,0
cf59266,10/17/23,control,0
cf61018,9/29/23,control,0
cf62033,10/18/23,control,0
cf62154,12/18/23,treatment,0
cf62271,9/30/23,control,0
cf62650,8/23/23,treatment,0
cf63075,10/23/23,control,0
cf63359,10/12/23,treatment,0
cf64400,10/7/23,treatment,0
cf64483,9/27/23,treatment,0
cf65314,9/15/23,treatment,0
cf66928,9/16/23,treatment,0
cf67476,8/15/23,treatment,0
cf67674,11/11/23,treatment,0
cf68677,9/14/23,control,0
cf68831,8/18/23,treatment,0
cf69049,12/11/23,treatment,0
cf69163,10/28/23,treatment,0
cf70579,9/10/23,control,0
cf71087,11/1/23,treatment,0
cf72818,12/29/23,treatment,0
cf72837,10/25/23,control,0
cf73661,11/28/23,treatment,0
cf73863,10/12/23,control,0
cf76092,10/21/23,control,0
cf77348,8/11/23,treatment,0
cf77762,10/2/23,treatment,0
cf78234,9/4/23,control,0
cf81367,10/7/23,control,0
cf85012,12/22/23,treatment,0
cf85137,8/23/23,treatment,0
cf85234,9/16/23,control,0
cf85991,12/30/23,treatment,0
cf85992,9/8/23,control,0
cf86290,12/11/23,control,0
cf86380,8/23/23,control,0
cf87301,8/16/23,control,0
cf87459,12/23/23,control,0
cf87841,9/11/23,control,0
cf88216,8/2/23,treatment,0
cf88389,12/1/23,control,0
cf90459,12/23/23,control,0
cf90755,8/10/23,treatment,0
cf92196,11/29/23,treatment,0
cf92268,9/30/23,control,0
cf92547,8/23/23,control,0
cf93550,12/4/23,treatment,0
cf93825,12/7/23,treatment,0
cf95010,10/9/23,treatment,0
cf95216,11/4/23,control,0
cf95475,12/24/23,treatment,0
cf95598,12/9/23,treatment,0
cf95810,11/12/23,control,0
cf97026,11/8/23,control,0
cf98608,11/16/23,control,0
cg101176,11/25/23,control,0
cg101347,10/29/23,control,0
cg101669,10/14/23,treatment,0
cg101776,12/5/23,control,0
cg104215,11/20/23,treatment,102.7354327
cg104282,10/29/23,control,0
cg104646,8/26/23,treatment,0
cg105612,8/6/23,control,0
cg107657,9/1/23,control,0
cg108374,12/7/23,treatment,0
cg108725,8/25/23,control,0
cg108725,9/19/23,control,0
cg111519,8/27/23,treatment,0
cg114277,9/27/23,treatment,0
cg114659,9/28/23,control,0
cg114987,10/22/23,treatment,0
cg117177,10/24/23,control,0
cg117178,11/12/23,treatment,0
cg117222,11/1/23,treatment,0
cg118227,12/30/23,treatment,0
cg118947,8/16/23,control,70.23251127
cg119537,10/15/23,control,0
cg120828,9/4/23,control,0
cg120883,10/10/23,treatment,0
cg122110,10/13/23,treatment,0
cg122446,10/3/23,treatment,0
cg122668,9/12/23,control,0
cg125307,12/22/23,treatment,0
cg125313,11/22/23,control,165.5032619
cg125628,11/6/23,treatment,0
cg125811,8/27/23,control,0
cg125982,12/18/23,control,0
cg127572,9/14/23,treatment,0
cg127848,11/21/23,treatment,0
cg128528,11/6/23,treatment,0
cg129141,10/29/23,control,0
cg130152,8/13/23,treatment,0
cg130500,10/9/23,control,0
cg133102,11/21/23,control,0
cg133194,12/10/23,treatment,0
cg134360,10/19/23,treatment,0
cg135045,10/5/23,treatment,98.02285909
cg13523,9/16/23,control,0
cg135743,8/31/23,control,0
cg13584,10/20/23,control,0
cg136346,10/25/23,control,0
cg139252,8/19/23,control,0
cg139361,8/25/23,treatment,0
cg139943,8/9/23,treatment,0
cg140579,12/22/23,treatment,0
cg140624,9/14/23,treatment,0
cg141608,9/6/23,treatment,0
cg141653,12/17/23,treatment,0
cg142098,11/21/23,control,0
cg143566,8/3/23,control,0
cg143801,10/8/23,treatment,0
cg143801,12/17/23,treatment,0
cg144201,12/29/23,treatment,0
cg145026,10/25/23,treatment,0
cg146386,11/17/23,treatment,0
cg146463,9/16/23,treatment,0
cg146687,8/6/23,control,0
cg148063,8/15/23,treatment,0
cg15931,12/3/23,control,0
cg16761,11/15/23,treatment,0
cg16841,12/20/23,control,0
cg16895,12/6/23,treatment,0
cg17391,12/20/23,treatment,0
cg17613,11/9/23,control,0
cg18971,12/11/23,treatment,0
cg19404,10/6/23,control,0
cg20793,12/26/23,treatment,0
cg21676,10/30/23,control,0
cg21797,12/17/23,treatment,0
cg23711,12/9/23,treatment,0
cg24909,12/13/23,control,0
cg25491,8/16/23,treatment,0
cg26947,9/18/23,treatment,0
cg28743,8/29/23,treatment,0
cg31355,8/12/23,control,0
cg33707,11/1/23,control,90.22966578
cg34960,9/4/23,control,0
cg36525,11/1/23,treatment,0
cg37834,9/12/23,treatment,0
cg38386,9/25/23,control,0
cg40683,8/30/23,control,0
cg43372,12/19/23,treatment,0
cg43547,12/26/23,treatment,0
cg43918,10/23/23,control,0
cg44180,10/18/23,control,0
cg44283,9/14/23,control,0
cg45598,9/6/23,control,0
cg45691,10/2/23,treatment,0
cg45769,10/31/23,control,0
cg46891,8/31/23,treatment,0
cg47722,12/24/23,treatment,0
cg47727,12/10/23,treatment,0
cg47948,9/5/23,control,0
cg48930,12/6/23,treatment,0
cg49239,11/5/23,control,0
cg49921,10/30/23,control,0
cg50348,11/1/23,treatment,0
cg50539,9/22/23,control,0
cg51630,10/9/23,control,0
cg51948,10/5/23,treatment,0
cg52543,10/23/23,treatment,0
cg52786,12/8/23,control,0
cg52832,9/5/23,treatment,0
cg53088,12/6/23,control,0
cg53095,11/20/23,treatment,0
cg55396,8/30/23,control,0
cg57106,12/5/23,treatment,0
cg57372,11/21/23,control,0
cg58231,8/25/23,treatment,0
cg58899,11/17/23,treatment,0
cg60251,8/25/23,control,0
cg60573,12/5/23,treatment,0
cg60688,9/25/23,control,0
cg62822,9/8/23,control,0
cg62827,10/2/23,treatment,0
cg63633,12/21/23,treatment,0
cg65683,12/28/23,treatment,0
cg67963,10/16/23,treatment,0
cg68505,11/25/23,treatment,34.07791673
cg69430,10/8/23,control,0
cg71359,9/12/23,treatment,0
cg73981,8/9/23,treatment,0
cg75691,12/20/23,treatment,0
cg75867,12/14/23,control,0
cg76592,10/24/23,control,0
cg78779,11/27/23,treatment,0
cg78783,11/26/23,control,0
cg79074,10/21/23,control,0
cg79369,9/23/23,control,0
cg79389,9/14/23,control,0
cg79803,8/6/23,treatment,0
cg80065,10/19/23,control,0
cg80587,12/24/23,control,0
cg80929,10/17/23,treatment,0
cg83638,9/13/23,control,0
cg84283,9/12/23,control,0
cg84877,10/21/23,control,0
cg84916,9/28/23,control,0
cg85029,12/16/23,treatment,0
cg85460,10/23/23,control,0
cg86177,11/21/23,treatment,0
cg86857,10/25/23,treatment,0
cg89345,8/15/23,control,0
cg91335,8/6/23,treatment,0
cg92335,8/9/23,control,0
cg94383,11/14/23,treatment,0
cg94547,9/14/23,treatment,0
cg96466,12/2/23,control,0
cg96822,12/9/23,control,0
cg97544,8/29/23,control,0
cg97875,11/8/23,control,0
cg98554,8/26/23,treatment,0
ch100899,12/27/23,treatment,102.6796509
ch101829,12/12/23,control,0
ch102435,9/18/23,control,0
ch102691,8/1/23,treatment,117.8711837
ch104339,11/12/23,treatment,0
ch104389,8/19/23,treatment,0
ch104636,10/30/23,treatment,0
ch105169,8/28/23,control,0
ch105912,9/26/23,control,0
ch105912,12/25/23,treatment,0
ch106337,8/20/23,treatment,0
ch106374,11/8/23,control,0
ch107160,11/6/23,treatment,0
ch107867,10/30/23,treatment,0
ch109220,8/14/23,control,0
ch109266,8/8/23,control,0
ch109842,9/24/23,control,0
ch109982,11/16/23,treatment,0
ch112236,10/12/23,control,0
ch112415,9/26/23,treatment,0
ch113149,8/21/23,control,0
ch113300,11/22/23,treatment,0
ch114332,8/30/23,control,0
ch114774,11/14/23,control,0
ch118924,8/5/23,control,0
ch119736,12/8/23,control,0
ch119855,10/13/23,treatment,0
ch120770,10/16/23,treatment,0
ch123097,11/2/23,control,0
ch123560,11/24/23,control,0
ch125625,8/16/23,treatment,0
ch126467,11/9/23,control,0
ch127307,12/22/23,control,0
ch127875,10/28/23,treatment,0
ch128720,9/27/23,control,0
ch128939,10/28/23,treatment,0
ch129087,8/19/23,treatment,0
ch129616,8/1/23,treatment,0
ch131609,9/24/23,treatment,0
ch131847,12/19/23,control,0
ch132728,12/23/23,treatment,0
ch132754,8/19/23,treatment,0
ch133482,9/10/23,control,0
ch133846,11/1/23,control,0
ch134442,8/6/23,treatment,0
ch136693,10/21/23,control,6.146623461
ch137869,8/22/23,treatment,0
ch137919,11/28/23,treatment,0
ch138377,11/29/23,treatment,0
ch138825,10/12/23,treatment,0
ch138856,12/28/23,treatment,0
ch13928,10/25/23,treatment,0
ch139760,11/19/23,treatment,0
ch140566,11/4/23,treatment,0
ch144482,8/9/23,control,0
ch145340,12/29/23,treatment,0
ch146957,9/7/23,treatment,0
ch147835,8/17/23,control,0
ch148088,9/6/23,control,0
ch149712,10/1/23,control,58.89782093
ch15042,12/30/23,control,0
ch150480,8/4/23,treatment,0
ch16461,12/12/23,treatment,0
ch16638,10/20/23,treatment,0
ch17505,11/3/23,control,0
ch20694,12/14/23,treatment,0
ch21607,8/8/23,treatment,0
ch22121,12/23/23,treatment,0
ch23268,10/9/23,treatment,0
ch24202,11/3/23,control,0
ch25508,10/31/23,treatment,0
ch26152,12/13/23,treatment,0
ch26437,10/26/23,treatment,0
ch26609,11/14/23,control,0
ch27171,10/16/23,treatment,0
ch28953,12/9/23,treatment,0
ch30077,8/21/23,treatment,0
ch30834,9/2/23,control,0
ch31292,12/18/23,control,0
ch33351,10/13/23,treatment,0
ch34538,10/8/23,control,0
ch34856,10/16/23,treatment,0
ch34941,11/16/23,control,0
ch36876,8/20/23,treatment,0
ch37262,11/19/23,control,0
ch37514,9/3/23,control,0
ch37977,9/7/23,control,0
ch38890,8/23/23,treatment,0
ch39102,8/9/23,treatment,20.23290695
ch39122,8/5/23,treatment,0
ch39789,8/21/23,control,0
ch40075,9/2/23,treatment,0
ch41034,9/3/23,control,0
ch42718,12/26/23,control,0
ch44215,11/24/23,treatment,0
ch45351,11/16/23,control,0
ch48082,8/16/23,treatment,0
ch48171,8/26/23,treatment,0
ch50013,10/26/23,control,0
ch50580,8/29/23,treatment,0
ch51914,12/24/23,treatment,0
ch52649,12/11/23,treatment,0
ch53697,10/9/23,control,0
ch55267,10/18/23,control,0
ch55299,9/14/23,control,0
ch56960,11/14/23,control,0
ch57313,9/21/23,treatment,0
ch57917,12/10/23,treatment,150.7786781
ch58629,11/8/23,treatment,0
ch58740,10/24/23,treatment,0
ch60430,12/29/23,treatment,0
ch61091,8/4/23,control,0
ch61130,12/19/23,treatment,0
ch61321,8/2/23,treatment,0
ch64877,12/2/23,treatment,0
ch65272,10/20/23,control,0
ch68924,10/25/23,treatment,0
ch69247,10/22/23,treatment,0
ch70678,10/11/23,control,0
ch70798,10/16/23,control,0
ch72325,12/18/23,control,0
ch74868,9/16/23,control,0
ch77321,11/14/23,control,0
ch77331,10/7/23,control,0
ch79158,11/8/23,control,158.7473342
ch79160,8/7/23,control,0
ch79165,12/18/23,treatment,0
ch80157,9/7/23,control,0
ch82999,10/4/23,control,0
ch83273,12/9/23,control,0
ch83521,11/21/23,treatment,0
ch84060,12/23/23,treatment,0
ch84750,12/10/23,treatment,0
ch85100,10/28/23,control,0
ch88025,12/24/23,treatment,127.7869125
ch88120,9/21/23,treatment,0
ch88593,9/30/23,treatment,0
ch89316,12/21/23,treatment,0
ch89776,8/4/23,control,0
ch92845,8/24/23,treatment,0
ch93315,11/11/23,control,0
ch96500,11/15/23,control,0
ch97341,12/17/23,treatment,0
ci100992,9/5/23,treatment,0
ci101862,11/7/23,control,0
ci102592,11/30/23,control,0
ci102751,10/4/23,control,132.365922
ci104230,12/23/23,treatment,0
ci104816,9/7/23,treatment,0
ci108425,10/29/23,treatment,0
ci108449,8/17/23,treatment,0
ci108639,9/21/23,treatment,0
ci108658,9/23/23,treatment,0
ci110217,10/24/23,treatment,0
ci110360,11/5/23,treatment,0
ci110608,8/9/23,treatment,0
ci111671,10/23/23,control,0
ci111921,12/25/23,control,0
ci111978,8/26/23,treatment,0
ci114611,8/20/23,control,0
ci115339,8/31/23,control,0
ci115722,10/1/23,control,0
ci115722,12/23/23,treatment,0
ci115803,10/8/23,treatment,0
ci115860,8/11/23,control,0
ci116829,11/19/23,control,0
ci118934,10/23/23,control,0
ci119608,9/23/23,control,0
ci120081,8/3/23,control,0
ci120464,10/27/23,treatment,0
ci121936,12/14/23,treatment,0
ci122041,10/29/23,treatment,0
ci122756,10/19/23,treatment,0
ci125989,11/15/23,control,0
ci126016,8/16/23,treatment,0
ci129014,12/13/23,treatment,0
ci129056,10/10/23,control,0
ci129587,10/22/23,control,0
ci129938,8/21/23,treatment,0
ci130765,9/21/23,treatment,0
ci132568,9/4/23,control,0
ci134400,10/8/23,treatment,0
